dish_id,dish_name,cuisine,common_ingredients,allergens,dietary_tags,source_restaurant_count,description,possible_substitutions,preparation_method,ingredient_variations,allergen_confidence,source
D0543,Chicken Tikki (5 pcs),North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",9,"Chicken Tikki (5 pcs) is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_tikki_5_pcs
D0544,Chocolate Slice,Snacks,"spices, salt, cooking oil",none_identified_from_name,vegetarian,9,Chocolate Slice is a vegetarian Snacks dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chocolate_slice
D0545,Cucumber Salad,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,9,Cucumber Salad is a vegetarian North Indian dish commonly associated with cumin and coriander.,,"mixed, no-cook or minimally cooked",,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cucumber_salad
D0546,Double Egg Roll,Chinese,"spices, salt, cooking oil, egg, garlic, spring onion, sauce","egg, possible_soy, possible_gluten","contains-egg, non-vegetarian",9,"Double Egg Roll is a non-vegetarian Chinese dish commonly associated with egg, garlic, spring onion, and sauce.",,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=double_egg_roll
D0547,Falafel Nuggets with Mayo Dip,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,9,Falafel Nuggets with Mayo Dip is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=falafel_nuggets_with_mayo_dip
D0548,Fish Chilli,North Indian,"spices, salt, cooking oil, fish, cumin, coriander",fish,"non-vegetarian, high-protein",9,"Fish Chilli is a non-vegetarian North Indian dish commonly associated with fish, cumin, and coriander.",,sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=fish_chilli
D0549,Fresh Lime Water,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,9,Fresh Lime Water is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=fresh_lime_water
D0550,Garlic Chicken,Indian,"spices, salt, cooking oil, chicken",none_identified_from_name,"non-vegetarian, high-protein",9,Garlic Chicken is a non-vegetarian Indian dish commonly associated with chicken.,chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=garlic_chicken
D0551,Garlic Toast,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,9,"Garlic Toast is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=garlic_toast
D0552,Gulab Jamuns (Pack Of 10),North Indian,"spices, salt, cooking oil, sugar, cardamom, cumin, coriander","possible_dairy, possible_tree_nuts","dessert, vegetarian",9,"Gulab Jamuns (Pack Of 10) is a vegetarian North Indian dish commonly associated with sugar, cardamom, cumin, and coriander.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gulab_jamuns_pack_of_10
D0553,Hot & Sour Chicken Soup,Chinese,"spices, salt, cooking oil, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",9,"Hot & Sour Chicken Soup is a non-vegetarian Chinese dish commonly associated with chicken, garlic, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=hot_sour_chicken_soup
D0554,Idli Sambar,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, toor dal, tamarind, vegetables, curry leaves, mustard seeds",none_identified_from_name,"steamed, fermented, vegetarian",9,"Idli Sambar is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, toor dal, and tamarind.",,steamed,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=idli_sambar
D0555,Kadai Veg,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,9,Kadai Veg is a vegetarian North Indian dish commonly associated with cumin and coriander.,,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kadai_veg
D0556,Kaju Gathiya,Chinese,"spices, salt, cooking oil, cashew, garlic, spring onion, sauce","tree_nuts, possible_soy, possible_gluten",vegetarian,9,"Kaju Gathiya is a vegetarian Chinese dish commonly associated with cashew, garlic, spring onion, and sauce.",cashew->sunflower seed paste (introduces seeds),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kaju_gathiya
D0557,Kaju Pulao,North Indian,"spices, salt, cooking oil, rice, vegetables, cashew, cumin, coriander",tree_nuts,vegetarian,9,"Kaju Pulao is a vegetarian North Indian dish commonly associated with rice, vegetables, cashew, cumin, and coriander.",cashew->sunflower seed paste (introduces seeds),pot-cooked,"vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kaju_pulao
D0558,Kashmiri Pulao (Sweet),Indian,"spices, salt, cooking oil, rice, vegetables",none_identified_from_name,vegetarian,9,Kashmiri Pulao (Sweet) is a vegetarian Indian dish commonly associated with rice and vegetables.,,pot-cooked,"vegetable, spice, and protein additions may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kashmiri_pulao_sweet
D0559,Kashmiri Pulav,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,9,"Kashmiri Pulav is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kashmiri_pulav
D0560,Kulcha Tub (2 pcs),North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,9,"Kulcha Tub (2 pcs) is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,tandoor-baked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=kulcha_tub_2_pcs
D0561,Mix Uttapam,South Indian,"spices, salt, cooking oil, rice, urad dal, vegetables, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",9,"Mix Uttapam is a vegetarian South Indian dish commonly associated with rice, urad dal, vegetables, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mix_uttapam
D0562,Mixed Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",non-vegetarian,9,"Mixed Fried Rice is a non-vegetarian Indo-Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mixed_fried_rice
D0563,Mixed Vegetable,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,9,Mixed Vegetable is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mixed_vegetable
D0564,Mushroom Soup,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,9,Mushroom Soup is a vegetarian North Indian dish commonly associated with cumin and coriander.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mushroom_soup
D0565,Mysore Plain Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",9,"Mysore Plain Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mysore_plain_dosa
D0566,Palak Kofta,North Indian,"spices, salt, cooking oil, spiced dumplings, onion, tomato, gravy, cumin, coriander","possible_dairy, possible_tree_nuts",vegetarian,9,"Palak Kofta is a vegetarian North Indian dish commonly associated with spiced dumplings, onion, tomato, gravy, and cumin.",,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=palak_kofta
D0567,Paneer Khurchan,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",9,"Paneer Khurchan is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_khurchan
D0568,Paneer Lasaniya,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",9,"Paneer Lasaniya is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_lasaniya
D0569,Paneer Mattar,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",9,"Paneer Mattar is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_mattar
D0570,Paneer Methi Malai,North Indian,"spices, salt, cooking oil, paneer, cream, cumin, coriander",dairy,"vegetarian, high-protein",9,"Paneer Methi Malai is a vegetarian North Indian dish commonly associated with paneer, cream, cumin, and coriander.","paneer->tofu (introduces soy), cream->coconut cream (introduces coconut)",,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_methi_malai
D0571,Paneer Pulav,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",9,"Paneer Pulav is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_pulav
D0572,Paper Sada Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",9,"Paper Sada Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paper_sada_dosa
D0573,Peas Pulav,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,9,"Peas Pulav is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=peas_pulav
D0574,Pepper Chicken,Biryani,"spices, salt, cooking oil, chicken",none_identified_from_name,"non-vegetarian, high-protein",9,Pepper Chicken is a non-vegetarian Biryani dish commonly associated with chicken.,chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=pepper_chicken
D0575,Plain Chapati,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,9,"Plain Chapati is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=plain_chapati
D0576,Plain Tawa Roti,Chinese,"spices, salt, cooking oil, wheat flour, garlic, spring onion, sauce","gluten, possible_soy",vegetarian,9,"Plain Tawa Roti is a vegetarian Chinese dish commonly associated with wheat flour, garlic, spring onion, and sauce.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=plain_tawa_roti
D0577,Podi Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",9,"Podi Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=podi_dosa
D0578,Potato Wedges,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,9,"Potato Wedges is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=potato_wedges
D0579,Pulao,Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,9,"Pulao is a vegetarian Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,pot-cooked,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=pulao
D0580,Punjabi Fix Thali,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,9,Punjabi Fix Thali is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=punjabi_fix_thali
D0581,Roomali Roti,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,9,"Roomali Roti is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=roomali_roti
D0582,Sabudana Khichdi Curd Meal,Maharashtrian,"spices, salt, cooking oil, rice, lentils, yogurt, mustard seeds, curry leaves",dairy,vegetarian,9,"Sabudana Khichdi Curd Meal is a vegetarian Maharashtrian dish commonly associated with rice, lentils, yogurt, mustard seeds, and curry leaves.",yogurt->plant-based yogurt (check soy or nut allergens),pot-cooked,"vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sabudana_khichdi_curd_meal
D0583,Sada Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,9,"Sada Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sada_paratha
